SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,3715 N Panama Ave,Chicago,IL,60634,294900,2,1.5,CHI - Dunning,896,,1949,1,329,,Active,,,https://www.redfin.com/IL/Chicago/3715-N-Panama-Ave-60634/home/13544792,MRED as Distributed by MLS Grid,11966995,N,Y,41.9472772,-87.8289435
MLS Listing,,Condo/Co-op,240 E Illinois St #2603,Chicago,IL,60611,424000,1,1.0,CHI - Near North Side,,,2008,1,,745,Active,January-27-2024 11:00 AM,January-27-2024 01:00 PM,https://www.redfin.com/IL/Chicago/240-E-Illinois-St-60611/unit-2603/home/13150347,MRED as Distributed by MLS Grid,11944969,N,Y,41.8911546,-87.6210377
MLS Listing,,Condo/Co-op,6431 N Damen Ave Unit 1E,Chicago,IL,60645,325000,3,2.0,Edgemoor Park Condos,1100,,1960,1,295,334,Active,,,https://www.redfin.com/IL/Chicago/6431-N-Damen-Ave-60645/unit-1E/home/18943903,MRED as Distributed by MLS Grid,11962486,N,Y,41.998989,-87.6796047
MLS Listing,,Single Family Residential,9218 S Colfax Ave,Chicago,IL,60617,180000,3,2.0,CHI - Calumet Heights,1300,4399,1961,1,138,,Active,,,https://www.redfin.com/IL/Chicago/9218-S-Colfax-Ave-60617/home/13042824,MRED as Distributed by MLS Grid,11959892,N,Y,41.7274937,-87.5611556
MLS Listing,,Vacant Land,2434 N Saint Louis Ave,Chicago,IL,60647,415000,,,CHI - Logan Square,,3049,,1,,,Active,,,https://www.redfin.com/IL/Chicago/2434-N-Saint-Louis-Ave-60647/home/13444893,MRED as Distributed by MLS Grid,11966147,N,Y,41.9256343,-87.7149278
MLS Listing,,Multi-Family (2-4 Unit),531 N Central Park Ave,Chicago,IL,60624,315000,5,2.0,CHI - Humboldt Park,,3049,1890,5,,,Active,,,https://www.redfin.com/IL/Chicago/531-N-Central-Park-Ave-60624/home/13261938,MRED as Distributed by MLS Grid,11964158,N,Y,41.8911599,-87.7158842
MLS Listing,,Townhouse,1910 N Burling St Unit B,Chicago,IL,60614,1575000,3,3.5,CHI - Lincoln Park,2716,,1988,6,580,,Active,,,https://www.redfin.com/IL/Chicago/1910-N-Burling-St-60614/unit-B/home/13346993,MRED as Distributed by MLS Grid,11959351,N,Y,41.9163475,-87.6476115
MLS Listing,,Condo/Co-op,450 W Armitage Ave #1,Chicago,IL,60614,450000,2,2.0,CHI - Lincoln Park,,,1888,6,,300,Active,,,https://www.redfin.com/IL/Chicago/450-W-Armitage-Ave-60614/unit-1/home/12651635,MRED as Distributed by MLS Grid,11953233,N,Y,41.9184138,-87.640858
MLS Listing,,Condo/Co-op,1535 W Montana St #2,Chicago,IL,60614,675000,2,2.0,CHI - Lincoln Park,,,2017,6,,228,Active,,,https://www.redfin.com/IL/Chicago/1535-W-Montana-St-60614/unit-2/home/189454747,MRED as Distributed by MLS Grid,11963120,N,Y,41.9259281,-87.6671963
MLS Listing,,Condo/Co-op,2800 N Lake Shore Dr #3411,Chicago,IL,60657,290000,1,1.0,CHI - Lake View,,,1969,6,,494,Active,,,https://www.redfin.com/IL/Chicago/2800-N-Lake-Shore-Dr-60657/unit-3411/home/13369930,MRED as Distributed by MLS Grid,11963012,N,Y,41.9333146,-87.6372232
MLS Listing,,Condo/Co-op,600 S Dearborn St #812,Chicago,IL,60605,259900,1,1.0,Printers Row,991,,1911,7,262,466,Active,,,https://www.redfin.com/IL/Chicago/600-S-Dearborn-St-60605/unit-812/home/14092387,MRED as Distributed by MLS Grid,11960064,N,Y,41.8740573,-87.629397
MLS Listing,,Single Family Residential,11347 S Church St,Chicago,IL,60643,275000,3,3.0,CHI - Morgan Park,1538,7501,1902,7,179,,Active,,,https://www.redfin.com/IL/Chicago/11347-S-Church-St-60643/home/13068932,MRED as Distributed by MLS Grid,11962261,N,Y,41.6874098,-87.6673793
MLS Listing,,Condo/Co-op,2323 W Pershing Rd #228,Chicago,IL,60609,240000,2,1.0,CHI - New City,1160,,1950,7,207,655,Active,,,https://www.redfin.com/IL/Chicago/2323-W-Pershing-Rd-60609/unit-228/home/18941192,MRED as Distributed by MLS Grid,11959663,N,Y,41.8224358,-87.6831546
MLS Listing,,Single Family Residential,4917 N Moody Ave,Chicago,IL,60630,499900,3,3.5,CHI - Jefferson Park,,3750,1951,7,,,Active,,,https://www.redfin.com/IL/Chicago/4917-N-Moody-Ave-60630/home/13501530,MRED as Distributed by MLS Grid,11960791,N,Y,41.9708186,-87.7816548
MLS Listing,,Single Family Residential,4859 N Natoma Ave,Chicago,IL,60656,524900,3,2.5,CHI - Norwood Park,,8315,1958,8,,,Active,,,https://www.redfin.com/IL/Chicago/4859-N-Natoma-Ave-60656/home/13503085,MRED as Distributed by MLS Grid,11945932,N,Y,41.9700434,-87.7925875
MLS Listing,,Single Family Residential,1035 W 92nd Pl,Chicago,IL,60620,283900,5,2.5,CHI - Washington Heights,1986,3750,1926,12,143,,Active,,,https://www.redfin.com/IL/Chicago/1035-W-92nd-Pl-60620/home/186780933,MRED as Distributed by MLS Grid,11960266,N,Y,41.7257021,-87.6495795
MLS Listing,,Condo/Co-op,222 S Racine Ave #507,Chicago,IL,60607,448000,2,2.0,CHI - Near West Side,1425,,1997,12,314,519,Active,,,https://www.redfin.com/IL/Chicago/222-S-Racine-Ave-60607/unit-507/home/12712797,MRED as Distributed by MLS Grid,11960794,N,Y,41.8783928,-87.6572885
MLS Listing,,Condo/Co-op,744 N May St #202,Chicago,IL,60642,315000,1,1.0,CHI - West Town,650,,2005,13,485,197,Active,,,https://www.redfin.com/IL/Chicago/744-N-May-St-60642/unit-202/home/12604068,MRED as Distributed by MLS Grid,11939387,N,Y,41.8957532,-87.6562441
MLS Listing,,Single Family Residential,9021 S Greenwood Ave,Chicago,IL,60619,329500,4,3.5,CHI - Burnside,2582,3720,2006,13,128,,Active,,,https://www.redfin.com/IL/Chicago/9021-S-Greenwood-Ave-60619/home/13115652,MRED as Distributed by MLS Grid,11959867,N,Y,41.7306599,-87.5971445
MLS Listing,,Condo/Co-op,1400 W Monroe St Unit 3D,Chicago,IL,60607,1135000,3,2.5,CHI - Near West Side,1843,,2021,13,616,548,Active,,,https://www.redfin.com/IL/Chicago/1400-W-Monroe-St-60607/unit-3D/home/164445687,MRED as Distributed by MLS Grid,11954355,N,Y,41.880280208,-87.66224714
MLS Listing,,Single Family Residential,818 N Lorel Ave,Chicago,IL,60651,365000,5,3.0,CHI - Austin,1538,,1908,14,237,,Active,,,https://www.redfin.com/IL/Chicago/818-N-Lorel-Ave-60651/home/13278954,MRED as Distributed by MLS Grid,11959687,N,Y,41.8955666,-87.7595872
MLS Listing,,Condo/Co-op,170 W Polk St #908,Chicago,IL,60605,435000,2,2.0,Printers Corner,1290,,2007,14,337,446,Active,January-27-2024 01:00 PM,January-27-2024 03:00 PM,https://www.redfin.com/IL/Chicago/170-W-Polk-St-60605/unit-908/home/26817508,MRED as Distributed by MLS Grid,11955701,N,Y,41.8724306,-87.6332523
MLS Listing,,Condo/Co-op,230 W Division St #702,Chicago,IL,60610,449000,2,2.0,Venetian,1300,,2004,14,345,842,Active,,,https://www.redfin.com/IL/Chicago/230-W-Division-St-60610/unit-702/home/12650713,MRED as Distributed by MLS Grid,11959225,N,Y,41.9040532,-87.6357004
MLS Listing,,Single Family Residential,7720 S Marshfield Ave,Chicago,IL,60620,299900,3,2.5,CHI - Auburn Gresham,2246,3484,1920,14,134,,Active,,,https://www.redfin.com/IL/Chicago/7720-S-Marshfield-Ave-60620/home/13909376,MRED as Distributed by MLS Grid,11951372,N,Y,41.7532698,-87.6650292
MLS Listing,,Condo/Co-op,195 N Harbor Dr #904,Chicago,IL,60601,610000,2,2.0,CHI - Loop,1275,,1996,15,478,976,Active,,,https://www.redfin.com/IL/Chicago/195-N-Harbor-Dr-60601/unit-904/home/14093421,MRED as Distributed by MLS Grid,11888106,N,Y,41.8856057,-87.6155531
MLS Listing,,Condo/Co-op,505 N Mcclurg Ct #2503,Chicago,IL,60611,1160000,3,2.0,Parkview Condominiums,1803,,2008,15,643,1398,Active,,,https://www.redfin.com/IL/Chicago/505-N-McClurg-Ct-60611/unit-2503/home/39644820,MRED as Distributed by MLS Grid,11955110,N,Y,41.8915247,-87.6173266
MLS Listing,,Multi-Family (2-4 Unit),3657 N Lotus Ave,Chicago,IL,60641,710000,6,3.5,CHI - Portage Park,,3750,1925,16,,,Active,,,https://www.redfin.com/IL/Chicago/3657-N-Lotus-Ave-60641/home/187793645,MRED as Distributed by MLS Grid,11956705,N,Y,41.9476172,-87.7628491
MLS Listing,,Condo/Co-op,659 W Randolph St #412,Chicago,IL,60661,254900,1,1.0,CHI - Near West Side,756,,2008,20,337,631,Active,,,https://www.redfin.com/IL/Chicago/659-W-Randolph-St-60661/unit-412/home/39564748,MRED as Distributed by MLS Grid,11954912,N,Y,41.8841585,-87.6450181
MLS Listing,,Single Family Residential,10905 S Lowe Ave,Chicago,IL,60628,249900,5,2.0,CHI - Roseland,1040,5227,1950,20,240,,Active,,,https://www.redfin.com/IL/Chicago/10905-S-Lowe-Ave-60628/home/13076919,MRED as Distributed by MLS Grid,11950425,N,Y,41.6958312,-87.6386496
MLS Listing,,Condo/Co-op,1845 S Michigan Ave #1407,Chicago,IL,60616,343000,1,1.0,CHI - Near South Side,905,,2003,21,379,400,Active,,,https://www.redfin.com/IL/Chicago/1845-S-Michigan-Ave-60616/unit-1407/home/12668278,MRED as Distributed by MLS Grid,11952375,N,Y,41.8565623,-87.6234583
MLS Listing,,Condo/Co-op,4535 N Long Ave Unit 3A,Chicago,IL,60630,285000,3,2.0,CHI - Portage Park,1297,,1972,21,220,342,Active,,,https://www.redfin.com/IL/Chicago/4535-N-Long-Ave-60630/unit-3A/home/13479821,MRED as Distributed by MLS Grid,11955011,N,Y,41.9636048,-87.7622515
MLS Listing,,Condo/Co-op,400 N La Salle Dr #1112,Chicago,IL,60654,287500,1,1.0,CHI - Near North Side,723,,2003,22,398,483,Active,,,https://www.redfin.com/IL/Chicago/400-N-La-Salle-Dr-60654/unit-1112/home/12620950,MRED as Distributed by MLS Grid,11939158,N,Y,41.8897707,-87.6329244
MLS Listing,,Condo/Co-op,6840 S South Shore Dr #3,Chicago,IL,60649,180000,3,2.0,CHI - South Shore,,,,24,,688,Active,,,https://www.redfin.com/IL/Chicago/6840-S-South-Shore-Dr-60649/unit-3/home/13925195,MRED as Distributed by MLS Grid,11951499,N,Y,41.770326,-87.5670559
MLS Listing,,Condo/Co-op,3705 W Altgeld St #1,Chicago,IL,60647,238000,2,1.0,CHI - Logan Square,,,1932,34,,211,Active,,,https://www.redfin.com/IL/Chicago/3705-W-Altgeld-St-60647/unit-1/home/23019906,MRED as Distributed by MLS Grid,11950270,N,Y,41.9262913,-87.7198726
MLS Listing,,Condo/Co-op,1366 W Greenleaf Ave Unit GN,Chicago,IL,60626,189900,2,1.0,CHI - Rogers Park,650,,1920,34,292,207,Active,,,https://www.redfin.com/IL/Chicago/1366-W-Greenleaf-Ave-60626/unit-GN/home/26802894,MRED as Distributed by MLS Grid,11944220,N,Y,42.0106055,-87.6651179
MLS Listing,,Condo/Co-op,222 E Chestnut St Unit 6B,Chicago,IL,60611,725000,3,2.5,CHI - Near North Side,2400,,1931,36,302,1852,Active,,,https://www.redfin.com/IL/Chicago/222-E-Chestnut-St-60611/unit-6B/home/14118748,MRED as Distributed by MLS Grid,11937952,N,Y,41.8986915,-87.6209133
MLS Listing,,Condo/Co-op,5922 N Magnolia Ave Unit 1S,Chicago,IL,60660,315000,2,2.0,CHI - Edgewater,1500,,1910,41,210,364,Active,,,https://www.redfin.com/IL/Chicago/5922-N-Magnolia-Ave-60660/unit-1S/home/22833122,MRED as Distributed by MLS Grid,11946332,N,Y,41.9897978,-87.6618981
MLS Listing,,Multi-Family (5+ Unit),2326 S Sacramento Ave,Chicago,IL,60623,639900,12,6.0,CHI - South Lawndale,4488,3175,1890,48,143,,Active,,,https://www.redfin.com/IL/Chicago/2326-S-Sacramento-Ave-60623/home/13231521,MRED as Distributed by MLS Grid,11941071,N,Y,41.8492269,-87.7005737
MLS Listing,,Multi-Family (2-4 Unit),5323 S Emerald Ave,Chicago,IL,60609,349900,8,4.0,CHI - New City,,3049,,48,,,Active,,,https://www.redfin.com/IL/Chicago/5323-S-Emerald-Ave-60609/home/13951873,MRED as Distributed by MLS Grid,11942113,N,Y,41.7972737,-87.6437186
MLS Listing,,Condo/Co-op,33 W Ontario St Unit 15D,Chicago,IL,60654,215000,0,1.0,Millenium Centre,600,,2003,50,358,499,Active,,,https://www.redfin.com/IL/Chicago/33-W-Ontario-St-60654/unit-15D/home/39564086,MRED as Distributed by MLS Grid,11941024,N,Y,41.8930409,-87.6292713
MLS Listing,,Single Family Residential,4451 N Tripp Ave,Chicago,IL,60630,649000,6,3.0,CHI - Irving Park,3005,3271,1908,54,216,,Active,,,https://www.redfin.com/IL/Chicago/4451-N-Tripp-Ave-60630/home/13481286,MRED as Distributed by MLS Grid,11923399,N,Y,41.9623763,-87.7339401
MLS Listing,,Condo/Co-op,633 S Plymouth Ct #202,Chicago,IL,60605,319000,2,1.5,Pope Building Lofts,,,1904,54,,899,Active,,,https://www.redfin.com/IL/Chicago/633-S-Plymouth-Ct-60605/unit-202/home/12736346,MRED as Distributed by MLS Grid,11938606,N,Y,41.8734576,-87.6284325
MLS Listing,,Condo/Co-op,757 N Orleans St #1408,Chicago,IL,60654,354900,1,1.5,CHI - Near North Side,1070,,2008,54,332,632,Active,,,https://www.redfin.com/IL/Chicago/757-N-Orleans-St-60654/unit-1408/home/52637273,MRED as Distributed by MLS Grid,11939824,N,Y,41.8963014,-87.6365635
MLS Listing,,Multi-Family (2-4 Unit),7310 S University St,Chicago,IL,60619,305000,6,2.0,CHI - Greater Grand Crossing,,3125,1895,58,,,Active,,,https://www.redfin.com/IL/Chicago/7310-S-University-Ave-60619/home/183807083,MRED as Distributed by MLS Grid,11934200,N,Y,41.7618731,-87.5972767
MLS Listing,,Condo/Co-op,1872 N Clybourn Ave #110,Chicago,IL,60614,450000,2,1.5,Clybourn Lofts,,,1901,64,,702,Active,,,https://www.redfin.com/IL/Chicago/1872-N-Clybourn-Ave-60614/unit-110/home/13350915,MRED as Distributed by MLS Grid,11934875,N,Y,41.915025,-87.655973
MLS Listing,,Single Family Residential,3030 N Knox Ave,Chicago,IL,60641,549000,4,2.0,CHI - Belmont Cragin,1810,3484,1927,70,303,,Active,,,https://www.redfin.com/IL/Chicago/3030-N-Knox-Ave-60641/home/13446667,MRED as Distributed by MLS Grid,11927089,N,Y,41.9361679,-87.7435032
MLS Listing,,Condo/Co-op,233 E 13th St #601,Chicago,IL,60605,499900,2,2.0,Museum Park Tower III,1290,,2005,71,388,734,Active,,,https://www.redfin.com/IL/Chicago/233-E-13th-St-60605/unit-601/home/12645178,MRED as Distributed by MLS Grid,11930538,N,Y,41.8654277,-87.6208362
MLS Listing,,Condo/Co-op,125 E 13th St #1003,Chicago,IL,60605,389000,2,2.0,Museum Park Lofts,,,2005,72,,542,Active,,,https://www.redfin.com/IL/Chicago/125-E-13th-St-60605/unit-1003/home/12637702,MRED as Distributed by MLS Grid,11930132,N,Y,41.8655862,-87.62288
MLS Listing,,Townhouse,1309 S Indiana Ave,Chicago,IL,60605,1399900,4,3.5,Museum Park,3800,,2005,72,368,378,Active,,,https://www.redfin.com/IL/Chicago/1309-S-Indiana-Ave-60605/home/12694630,MRED as Distributed by MLS Grid,11929543,N,Y,41.8656368,-87.6221412
MLS Listing,,Vacant Land,11353 S Forest Ave,Chicago,IL,60628,20000,,,CHI - Roseland,,,,72,,,Active,,,https://www.redfin.com/IL/Chicago/11353-S-Forest-Ave-60628/home/13061624,MRED as Distributed by MLS Grid,11929642,N,Y,41.6875659,-87.615311
MLS Listing,,Single Family Residential,2106 N Whipple St,Chicago,IL,60647,650000,4,3.0,CHI - Logan Square,1200,3484,1887,76,542,,Active,,,https://www.redfin.com/IL/Chicago/2106-N-Whipple-St-60647/home/188371660,MRED as Distributed by MLS Grid,11923295,N,Y,41.9195511,-87.7041466
MLS Listing,,Condo/Co-op,6335 N Bell Ave #1,Chicago,IL,60659,375000,3,2.0,CHI - West Ridge,2300,,1917,77,163,432,Active,,,https://www.redfin.com/IL/Chicago/6335-N-Bell-Ave-60659/unit-1/home/12776002,MRED as Distributed by MLS Grid,11914927,N,Y,41.9971357,-87.6859752
MLS Listing,,Condo/Co-op,60 E Monroe St #3905,Chicago,IL,60603,445000,1,1.0,CHI - Loop,,,2006,84,,701,Active,,,https://www.redfin.com/IL/Chicago/60-E-Monroe-St-60603/unit-3905/home/45512060,MRED as Distributed by MLS Grid,11921334,N,Y,41.8809978,-87.6256565
MLS Listing,,Condo/Co-op,65 E Monroe St #4206,Chicago,IL,60603,775000,2,2.0,CHI - Loop,1430,,2008,92,542,1208,Active,,,https://www.redfin.com/IL/Chicago/65-E-Monroe-St-60603/unit-4206/home/39567239,MRED as Distributed by MLS Grid,11911007,N,Y,41.8806386,-87.6255308
MLS Listing,,Condo/Co-op,550 N Saint Clair St #1406,Chicago,IL,60611,354900,1,1.0,CHI - Near North Side,850,,2008,105,418,620,Active,,,https://www.redfin.com/IL/Chicago/550-N-Saint-Clair-St-60611/unit-1406/home/45508350,MRED as Distributed by MLS Grid,11906717,N,Y,41.8922991,-87.6229169
MLS Listing,,Single Family Residential,1518 E 73rd Pl,Chicago,IL,60619,325000,5,2.0,CHI - South Shore,1880,5227,1923,174,173,,Active,,,https://www.redfin.com/IL/Chicago/1518-E-73rd-Pl-60619/home/12598629,MRED as Distributed by MLS Grid,11840570,N,Y,41.761747,-87.587689
MLS Listing,,Condo/Co-op,840 N Lake Shore Dr #1803,Chicago,IL,60611,2350000,3,3.5,CHI - Near North Side,3200,,2003,202,734,3460,Active,,,https://www.redfin.com/IL/Chicago/840-N-Lake-Shore-Dr-60611/unit-1803/home/12681894,MRED as Distributed by MLS Grid,11798605,N,Y,41.8979713,-87.6180674
MLS Listing,,Condo/Co-op,3836 W Lexington St #1,Chicago,IL,60624,100000,4,1.0,CHI - West Garfield Park,1200,,1904,433,83,,Active,,,https://www.redfin.com/IL/Chicago/3836-W-Lexington-St-60624/unit-1/home/13256848,MRED as Distributed by MLS Grid,11645555,N,Y,41.8719103,-87.7218986
Redfin Data,,Condo/Co-op,4343 N Clarendon Ave #2418,Chicago,IL,60613,160000,0,1.0,Chicago,,,1973,1,,472,Pre On-Market,,,https://www.redfin.com/IL/Chicago/4343-N-Clarendon-Ave-60613/unit-2418/home/13398617,Coming Soon,96290,N,Y,41.9612878,-87.6494037
Redfin Data,,Condo/Co-op,6301 N Sheridan Rd Unit 25D,Chicago,IL,60660,174000,1,1.0,Chicago,,,,2,,818,Pre On-Market,,,https://www.redfin.com/IL/Chicago/6301-N-Sheridan-Rd-60660/unit-25D/home/13412888,Coming Soon,96272,N,Y,41.9967345,-87.6550688
Redfin Data,,Condo/Co-op,873 N Larrabee St #306,Chicago,IL,60610,389900,2,2.0,Chicago,1200,,2006,2,325,500,Pre On-Market,,,https://www.redfin.com/IL/Chicago/873-N-Larrabee-St-60610/unit-306/home/18914156,Coming Soon,96264,N,Y,41.898639,-87.642694
Redfin Data,,Single Family Residential,1446 W 119th St,Chicago,IL,60643,235000,3,2.0,Chicago,1820,3125,1963,2,129,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/1446-W-119th-St-60643/home/13065888,Coming Soon,96257,N,Y,41.6778497,-87.6583635
Redfin Data,,Condo/Co-op,3304 W Cullom Ave #3,Chicago,IL,60618,314900,2,1.0,Chicago,1200,,,2,262,486,Pre On-Market,,,https://www.redfin.com/IL/Chicago/3304-W-Cullom-Ave-60618/unit-3/home/12723549,Coming Soon,96256,N,Y,41.9595998,-87.7108307
Redfin Data,,Condo/Co-op,11020 S Keating Ave #207,Oak Lawn,IL,60453,215000,2,2.0,Oak Lawn,1350,,1996,2,159,250,Pre On-Market,,,https://www.redfin.com/IL/Oak-Lawn/11020-S-Keating-Ave-60453/unit-207/home/13150781,Coming Soon,96254,N,Y,41.6915946,-87.7390876
Redfin Data,,Condo/Co-op,835 N Wood St Unit 102-202,Chicago,IL,60622,1225000,3,2.5,Chicago,,,,5,,578,Pre On-Market,,,https://www.redfin.com/IL/Chicago/835-N-Wood-St-60622/unit-102-202/home/103996992,Coming Soon,96242,N,Y,41.8971099,-87.671879
Redfin Data,,Single Family Residential,8110 S Merrill Ave,Chicago,IL,60617,209900,4,2.5,Chicago,2355,6300,1951,6,89,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/8110-S-Merrill-Ave-60617/home/13218715,Coming Soon,96237,N,Y,41.7475735,-87.5726054
Redfin Data,,Single Family Residential,8122 Lamon Ave,Burbank,IL,60459,338900,4,2.5,Burbank,1700,8712,1943,8,199,,Pre On-Market,,,https://www.redfin.com/IL/Burbank/8122-Lamon-Ave-60459/home/13972084,Coming Soon,96192,N,Y,41.7444364,-87.7439899
Redfin Data,,Single Family Residential,2106 W Addison St,Chicago,IL,60618,1150000,4,4.0,Chicago,,3750,1896,12,,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/2106-W-Addison-St-60618/home/13389630,Coming Soon,96167,N,Y,41.9470649,-87.6813707
Redfin Data,,Single Family Residential,3649 S Giles Ave,Chicago,IL,60653,589000,4,3.5,Chicago,1878,5094,1995,14,314,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/3649-S-Giles-Ave-60653/home/14071304,Coming Soon,96144,N,Y,41.8278663,-87.6189644
Redfin Data,,Multi-Family (2-4 Unit),7910 S Greenwood Ave,Chicago,IL,60619,381800,11,5.0,Chicago,,,2010,14,,,Pre On-Market,,,https://www.redfin.com/IL/Chicago/7910-S-Greenwood-Ave-60619/home/28501830,Coming Soon,96141,N,Y,41.7509282,-87.5982382
Redfin Data,,Condo/Co-op,130 S Canal St #705,Chicago,IL,60606,380000,2,2.0,Chicago,1182,,,15,321,868,Pre On-Market,,,https://www.redfin.com/IL/Chicago/130-S-Canal-St-60606/unit-705/home/12765504,Coming Soon,96128,N,Y,41.8796754,-87.6399477
