SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,435 W Erie St #901,Chicago,IL,60654,485000,2,2.5,CHI - Near North Side,,,1998,2,,849,Active,,,https://www.redfin.com/IL/Chicago/435-W-Erie-St-60654/unit-901/home/183838500,MRED as Distributed by MLS Grid,11965907,N,Y,41.893798,-87.640107
MLS Listing,,Multi-Family (2-4 Unit),5245 W Montrose Ave,Chicago,IL,60641,759000,8,4.0,CHI - Portage Park,,4125,1920,2,,,Active,,,https://www.redfin.com/IL/Chicago/5245-W-Montrose-Ave-60641/home/188647721,MRED as Distributed by MLS Grid,11965904,N,Y,41.9603593,-87.7591697
MLS Listing,,Condo/Co-op,4624 N Commons Dr #406,Chicago,IL,60656,94500,0,1.0,Pueblo Commons,500,,1975,2,189,179,Active,,,https://www.redfin.com/IL/Chicago/4624-N-Commons-Dr-60656/unit-406/home/13552440,MRED as Distributed by MLS Grid,11965896,N,Y,41.9644219,-87.8381045
MLS Listing,,Condo/Co-op,4722 S Greenwood Ave Unit 3W,Chicago,IL,60615,293999,3,2.0,CHI - Kenwood,2000,,1915,2,147,685,Active,,,https://www.redfin.com/IL/Chicago/4722-S-Greenwood-Ave-60615/unit-3W/home/13950681,MRED as Distributed by MLS Grid,11965889,N,Y,41.8088531,-87.5998892
MLS Listing,,Single Family Residential,444 E 88th St,Chicago,IL,60619,339000,4,3.0,CHI - Chatham,2000,,1925,2,170,,Active,,,https://www.redfin.com/IL/Chicago/444-E-88th-St-60619/home/13111530,MRED as Distributed by MLS Grid,11965884,N,Y,41.734902,-87.612679
MLS Listing,,Multi-Family (2-4 Unit),3836 W Gladys Ave,Chicago,IL,60624,309999,8,2.0,CHI - West Garfield Park,,3938,1903,2,,,Active,,,https://www.redfin.com/IL/Chicago/3836-W-Gladys-Ave-60624/home/13258542,MRED as Distributed by MLS Grid,11965764,N,Y,41.8764771,-87.7222222
MLS Listing,,Vacant Land,6321 S Ingleside Ave,Chicago,IL,60637,199000,,,CHI - Woodlawn,,3049,,2,,,Active,,,https://www.redfin.com/IL/Chicago/6321-S-Ingleside-Ave-60637/home/101675677,MRED as Distributed by MLS Grid,11965868,N,Y,41.7797475,-87.6013558
MLS Listing,,Multi-Family (2-4 Unit),1732 N Campbell Ave,Chicago,IL,60647,575000,7,4.0,CHI - West Town,,3125,,2,,,Active,,,https://www.redfin.com/IL/Chicago/1732-N-Campbell-Ave-60647/home/13416085,MRED as Distributed by MLS Grid,11965567,N,Y,41.9131369,-87.6899881
MLS Listing,,Single Family Residential,6930 S Indiana Ave,Chicago,IL,60637,219999,4,2.0,CHI - Greater Grand Crossing,1800,4800,1918,2,122,,Active,,,https://www.redfin.com/IL/Chicago/6930-S-Indiana-Ave-60637/home/13930136,MRED as Distributed by MLS Grid,11965842,N,Y,41.7682989,-87.6204782
MLS Listing,,Single Family Residential,8030 S Muskegon Ave,Chicago,IL,60617,189000,5,2.0,CHI - South Chicago,,3125,1923,2,,,Active,,,https://www.redfin.com/IL/Chicago/8030-S-Muskegon-Ave-60617/home/13214144,MRED as Distributed by MLS Grid,11965824,N,Y,41.7491106,-87.5555688
MLS Listing,,Single Family Residential,11551 S La Salle St,Chicago,IL,60628,259900,6,2.0,CHI - West Pullman,2339,7500,1888,2,111,,Active,,,https://www.redfin.com/IL/Chicago/11551-S-La-Salle-St-60628/home/186286091,MRED as Distributed by MLS Grid,11965829,N,Y,41.6838064,-87.6261771
MLS Listing,,Condo/Co-op,2042 N Winchester Ave Unit 1W,Chicago,IL,60614,259999,1,1.0,CHI - Logan Square,700,,1896,2,371,140,Active,,,https://www.redfin.com/IL/Chicago/2042-N-Winchester-Ave-60614/unit-1W/home/12596669,MRED as Distributed by MLS Grid,11965820,N,Y,41.919022,-87.6766873
MLS Listing,,Condo/Co-op,1857 N Sawyer Ave Unit A,Chicago,IL,60647,635000,3,2.0,CHI - Logan Square,1900,5000,2010,2,334,,Active,January-27-2024 11:00 AM,January-27-2024 12:30 PM,https://www.redfin.com/IL/Chicago/1857-N-Sawyer-Ave-60647/unit-A/home/144958676,MRED as Distributed by MLS Grid,11965813,N,Y,41.9154085,-87.7083214
MLS Listing,,Condo/Co-op,401 E Ontario St #1104,Chicago,IL,60611,329000,1,1.0,CHI - Near North Side,800,,1990,2,411,684,Active,January-28-2024 11:00 AM,January-28-2024 01:00 PM,https://www.redfin.com/IL/Chicago/401-E-Ontario-St-60611/unit-1104/home/12764794,MRED as Distributed by MLS Grid,11965580,N,Y,41.893211,-87.616401
MLS Listing,,Condo/Co-op,4250 N Marine Dr #630,Chicago,IL,60613,149999,1,1.0,CHI - Uptown,,,1964,2,,704,Active,,,https://www.redfin.com/IL/Chicago/4250-N-Marine-Dr-60613/unit-630/home/13395947,MRED as Distributed by MLS Grid,11965792,N,Y,41.9598845,-87.647122
MLS Listing,,Single Family Residential,9137 S Halsted St,Chicago,IL,60620,215000,4,2.0,CHI - Washington Heights,988,3125,1962,2,218,,Active,January-27-2024 02:00 PM,January-27-2024 04:00 PM,https://www.redfin.com/IL/Chicago/9137-S-Halsted-St-60620/home/13107567,MRED as Distributed by MLS Grid,11965368,N,Y,41.7276824,-87.6430222
MLS Listing,,Multi-Family (2-4 Unit),4837 S Ridgeway Ave,Chicago,IL,60632,279900,4,2.0,CHI - Archer Heights,,7500,1905,2,,,Active,,,https://www.redfin.com/IL/Chicago/4837-S-Ridgeway-Ave-60632/home/14021289,MRED as Distributed by MLS Grid,11965736,N,Y,41.8047678,-87.71705
MLS Listing,,Single Family Residential,8758 S Cornell Ave,Chicago,IL,60617,319000,3,2.5,CHI - Calumet Heights,1378,3364,1959,2,231,,Active,January-27-2024 01:00 PM,January-27-2024 03:00 PM,https://www.redfin.com/IL/Chicago/8758-S-Cornell-Ave-60617/home/13118328,MRED as Distributed by MLS Grid,11965247,N,Y,41.7352442,-87.5843201
MLS Listing,,Multi-Family (5+ Unit),4632-38 W Barry Ave,Chicago,IL,60641,1430000,16,8.0,CHI - Belmont Cragin,,8280,1913,2,,,Active,,,https://www.redfin.com/IL/Chicago/4632-W-Barry-Ave-60641/home/189489163,MRED as Distributed by MLS Grid,11953411,N,Y,41.9371938,-87.7435192
MLS Listing,,Condo/Co-op,505 N Lake Shore Dr #3606,Chicago,IL,60611,775000,2,2.0,Lake Point Tower,1450,,1968,2,534,1130,Active,,,https://www.redfin.com/IL/Chicago/505-N-Lake-Shore-Dr-60611/unit-3606/home/14096270,MRED as Distributed by MLS Grid,11965294,N,Y,41.8917026,-87.6126117
MLS Listing,,Townhouse,2029 N Halsted St,Chicago,IL,60614,1050000,3,3.5,CHI - Lincoln Park,,,1980,2,,624,Active,,,https://www.redfin.com/IL/Chicago/2029-N-Halsted-St-60614/home/183802824,MRED as Distributed by MLS Grid,11921954,N,Y,41.919249,-87.648196
MLS Listing,,Multi-Family (2-4 Unit),7420 S Bennett Ave,Chicago,IL,60649,258000,6,3.0,CHI - South Shore,,3750,1914,2,,,Active,,,https://www.redfin.com/IL/Chicago/7420-S-Bennett-Ave-60649/home/13924427,MRED as Distributed by MLS Grid,11965734,N,Y,41.7599787,-87.5795311
MLS Listing,,Single Family Residential,4720 S Lavergne Ave,Chicago,IL,60638,299999,4,2.0,CHI - Garfield Ridge,912,3781,1956,2,329,,Active,January-27-2024 11:00 AM,January-27-2024 01:00 PM,https://www.redfin.com/IL/Chicago/4720-S-Lavergne-Ave-60638/home/14026101,MRED as Distributed by MLS Grid,11965363,N,Y,41.8068736,-87.7482942
MLS Listing,,Condo/Co-op,401 N Wabash Ave Unit 31C,Chicago,IL,60611,825000,2,2.5,Trump Tower Chicago,1562,,2007,2,528,1296,Active,,,https://www.redfin.com/IL/Chicago/401-N-Wabash-Ave-60611/unit-31C/home/40373265,MRED as Distributed by MLS Grid,11965694,N,Y,41.8888012,-87.6263094
MLS Listing,,Condo/Co-op,100 E Walton St Unit 32C,Chicago,IL,60611,222000,1,1.0,Walton Colonade,650,,1972,2,342,668,Active,,,https://www.redfin.com/IL/Chicago/100-E-Walton-St-60611/unit-32C/home/14121475,MRED as Distributed by MLS Grid,11965714,N,Y,41.9001147,-87.6250997
MLS Listing,,Multi-Family (2-4 Unit),4242 S Maplewood Ave,Chicago,IL,60632,146600,5,2.0,CHI - Brighton Park,,3125,1903,2,,,Active,,,https://www.redfin.com/IL/Chicago/4242-S-Maplewood-Ave-60632/home/14037566,MRED as Distributed by MLS Grid,11965715,N,Y,41.8161631,-87.6888301
MLS Listing,,Condo/Co-op,331 S Peoria St #403,Chicago,IL,60607,295000,1,1.5,Westgate Lofts,,,,2,,409,Active,January-28-2024 02:00 PM,January-28-2024 03:30 PM,https://www.redfin.com/IL/Chicago/331-S-Peoria-St-60607/unit-403/home/14089338,MRED as Distributed by MLS Grid,11965720,N,Y,41.8768691,-87.6492923
MLS Listing,,Single Family Residential,1911 W Patterson Ave,Chicago,IL,60613,1149000,3,2.5,CHI - North Center,,3750,1906,2,,,Active,January-27-2024 12:00 PM,January-27-2024 02:00 PM,https://www.redfin.com/IL/Chicago/1911-W-Patterson-Ave-60613/home/13387760,MRED as Distributed by MLS Grid,11965702,N,Y,41.9476515,-87.676663
MLS Listing,,Condo/Co-op,25 E Superior St #3905,Chicago,IL,60611,1250000,3,3.0,Fordham,2135,,2002,2,585,1987,Active,,,https://www.redfin.com/IL/Chicago/25-E-Superior-St-60611/unit-3905/home/12695448,MRED as Distributed by MLS Grid,11961568,N,Y,41.8954074,-87.6272288
MLS Listing,,Single Family Residential,2928 N Sacramento Ave,Chicago,IL,60618,349000,3,2.0,CHI - Avondale,1200,3125,1875,2,291,,Active,,,https://www.redfin.com/IL/Chicago/2928-N-Sacramento-Ave-60618/home/13451786,MRED as Distributed by MLS Grid,11956940,N,Y,41.9347749,-87.7028975
MLS Listing,,Condo/Co-op,1360 N Sandburg Ter #1804,Chicago,IL,60610,199900,1,1.0,CHI - Near North Side,500,,1962,2,400,452,Active,,,https://www.redfin.com/IL/Chicago/1360-N-Sandburg-Ter-60610/unit-1804/home/183722633,MRED as Distributed by MLS Grid,11965697,N,Y,41.9074567,-87.6325602
MLS Listing,,Multi-Family (2-4 Unit),6629 S Sangamon St,Chicago,IL,60621,315000,5,2.0,CHI - Englewood,,3125,1897,2,,,Active,,,https://www.redfin.com/IL/Chicago/6629-S-Sangamon-St-60621/home/13932391,MRED as Distributed by MLS Grid,11964953,N,Y,41.7733705,-87.6480075
MLS Listing,,Condo/Co-op,817 E 53rd St Unit 2N,Chicago,IL,60615,135000,2,1.0,CHI - Hyde Park,,,,2,,336,Active,,,https://www.redfin.com/IL/Chicago/817-E-53rd-St-60615/unit-2N/home/21797977,MRED as Distributed by MLS Grid,11965650,N,Y,41.7984532,-87.6054399
MLS Listing,,Single Family Residential,2557 W Pershing Rd,Chicago,IL,60632,290000,3,2.0,CHI - Brighton Park,3125,3136,1996,2,93,,Active,January-28-2024 12:00 PM,January-28-2024 02:00 PM,https://www.redfin.com/IL/Chicago/2557-W-Pershing-Rd-60632/home/14037965,MRED as Distributed by MLS Grid,11964389,N,Y,41.8226772,-87.6894803
MLS Listing,,Single Family Residential,6537 S Campbell Ave,Chicago,IL,60629,230000,5,3.0,CHI - Chicago Lawn,,,1917,2,,,Active,,,https://www.redfin.com/IL/Chicago/6537-S-Campbell-Ave-60629/home/13986394,MRED as Distributed by MLS Grid,11962509,N,Y,41.7744865,-87.6856788
MLS Listing,,Multi-Family (2-4 Unit),1450 W School St,Chicago,IL,60657,929000,8,4.0,CHI - Lake View,,3125,,2,,,Active,January-27-2024 12:00 PM,January-27-2024 02:00 PM,https://www.redfin.com/IL/Chicago/1450-W-School-St-60657/home/13382609,MRED as Distributed by MLS Grid,11963546,N,Y,41.9418372,-87.6658567
MLS Listing,,Condo/Co-op,1605 S Michigan Ave #201,Chicago,IL,60616,475000,2,2.0,CHI - Near South Side,1850,,,2,257,368,Active,,,https://www.redfin.com/IL/Chicago/1605-S-Michigan-Ave-60616/unit-201/home/178935411,MRED as Distributed by MLS Grid,11965648,N,Y,41.8599562,-87.623518
MLS Listing,,Condo/Co-op,6425 W Touhy Ave Unit 2B,Chicago,IL,60646,339000,2,2.0,CHI - Forest Glen,1400,,2006,2,242,325,Active,,,https://www.redfin.com/IL/Chicago/6425-W-Touhy-Ave-60646/unit-2B/home/26801756,MRED as Distributed by MLS Grid,11965544,N,Y,42.011744,-87.7879959
MLS Listing,,Multi-Family (2-4 Unit),4747 S Western Blvd,Chicago,IL,60609,369000,5,4.0,CHI - New City,,3049,1906,2,,,Active,,,https://www.redfin.com/IL/Chicago/4747-S-Western-Blvd-60609/home/13957811,MRED as Distributed by MLS Grid,11965035,N,Y,41.8070104,-87.6835186
MLS Listing,,Condo/Co-op,401 N Wabash Ave #1718,Chicago,IL,60611,249000,0,1.0,Trump Tower Chicago,604,,2008,2,412,2252,Active,,,https://www.redfin.com/IL/Chicago/401-N-Wabash-Ave-60611/unit-1718/home/39549941,MRED as Distributed by MLS Grid,11965392,N,Y,41.8888012,-87.6263094
MLS Listing,,Single Family Residential,1320 W 98th Pl,Chicago,IL,60643,349999,6,2.5,CHI - Washington Heights,2500,3125,1954,2,140,,Active,,,https://www.redfin.com/IL/Chicago/1320-W-98th-Pl-60643/home/13095706,MRED as Distributed by MLS Grid,11965593,N,Y,41.715268,-87.6561001
MLS Listing,,Condo/Co-op,1636 N Wells St #1209,Chicago,IL,60614,249999,1,1.0,Americana Towers,,,1974,2,,733,Active,January-27-2024 11:00 AM,January-27-2024 12:30 PM,https://www.redfin.com/IL/Chicago/1636-N-Wells-St-60614/unit-1209/home/13343217,MRED as Distributed by MLS Grid,11964448,N,Y,41.9122822,-87.6354498
MLS Listing,,Single Family Residential,2121 W Pierce Ave,Chicago,IL,60622,3999999,6,4.5,CHI - West Town,6600,7824,1907,2,606,,Active,,,https://www.redfin.com/IL/Chicago/2121-W-Pierce-Ave-60622/home/14109792,MRED as Distributed by MLS Grid,11965277,N,Y,41.9090567,-87.6807264
MLS Listing,,Multi-Family (2-4 Unit),9723 S Escanaba Ave,Chicago,IL,60617,179900,6,2.0,CHI - South Deering,,3750,1885,2,,,Active,,,https://www.redfin.com/IL/Chicago/9723-S-Escanaba-Ave-60617/home/183852829,MRED as Distributed by MLS Grid,11963997,N,Y,41.7183156,-87.5534805
MLS Listing,,Single Family Residential,1844 N Spaulding Ave,Chicago,IL,60647,1199000,5,3.5,CHI - Logan Square,4200,4779,2009,2,285,,Active,,,https://www.redfin.com/IL/Chicago/1844-N-Spaulding-Ave-60647/home/21878142,MRED as Distributed by MLS Grid,11965540,N,Y,41.9150583,-87.7105453
MLS Listing,,Single Family Residential,12406 S Lowe Ave,Chicago,IL,60628,271900,5,2.0,CHI - West Pullman,2700,4617,1952,2,101,,Active,,,https://www.redfin.com/IL/Chicago/12406-S-Lowe-Ave-60628/home/12583238,MRED as Distributed by MLS Grid,11965550,N,Y,41.6684893,-87.6382834
MLS Listing,,Single Family Residential,6927 W Berwyn Ave,Chicago,IL,60656,459000,4,4.0,CHI - Norwood Park,2840,9375,1951,2,162,,Active,,,https://www.redfin.com/IL/Chicago/6927-W-Berwyn-Ave-60656/home/13506301,MRED as Distributed by MLS Grid,11965565,N,Y,41.976955,-87.8008277
MLS Listing,,Condo/Co-op,1909 W Schiller St Unit 1W,Chicago,IL,60622,899000,3,2.5,CHI - West Town,2200,,2019,2,409,270,Active,,,https://www.redfin.com/IL/Chicago/1909-W-Schiller-St-60622/unit-1W/home/185207704,MRED as Distributed by MLS Grid,11937624,N,Y,41.9069833,-87.6752761
MLS Listing,,Condo/Co-op,5415 N Sheridan Rd #703,Chicago,IL,60640,139900,0,1.0,CHI - Edgewater,600,,1973,2,233,511,Active,,,https://www.redfin.com/IL/Chicago/5415-N-Sheridan-Rd-60640/unit-703/home/13401768,MRED as Distributed by MLS Grid,11965462,N,Y,41.9801211,-87.6543366
MLS Listing,,Condo/Co-op,440 N Wabash Ave #1809,Chicago,IL,60611,420000,2,2.0,CHI - Near North Side,,,1992,2,,820,Active,,,https://www.redfin.com/IL/Chicago/440-N-Wabash-Ave-60611/unit-1809/home/12592482,MRED as Distributed by MLS Grid,11965510,N,Y,41.8903711,-87.6269739
MLS Listing,,Multi-Family (2-4 Unit),7049 S Dante Ave,Chicago,IL,60637,430000,9,6.0,CHI - South Shore,,,2006,2,,,Active,,,https://www.redfin.com/IL/Chicago/7049-S-Dante-Ave-60637/home/13926265,MRED as Distributed by MLS Grid,11962052,N,Y,41.7663573,-87.5892215
MLS Listing,,Condo/Co-op,849 N Franklin St #1420,Chicago,IL,60610,315000,1,1.0,CHI - Near North Side,,,2006,2,,509,Active,,,https://www.redfin.com/IL/Chicago/849-N-Franklin-St-60610/unit-1420/home/26794502,MRED as Distributed by MLS Grid,11938637,N,Y,41.897783,-87.6352167
MLS Listing,,Single Family Residential,7036 S Sangamon St,Chicago,IL,60621,100000,5,2.0,CHI - Englewood,1209,3136,1895,2,83,,Active,,,https://www.redfin.com/IL/Chicago/7036-S-Sangamon-St-60621/home/13931550,MRED as Distributed by MLS Grid,11965542,N,Y,41.7658694,-87.6483438
MLS Listing,,Single Family Residential,6219 N Maplewood Ave,Chicago,IL,60659,359000,3,1.0,CHI - West Ridge,2000,4125,1921,2,180,,Active,January-27-2024 01:00 PM,January-27-2024 03:00 PM,https://www.redfin.com/IL/Chicago/6219-N-Maplewood-Ave-60659/home/13520834,MRED as Distributed by MLS Grid,11963178,N,Y,41.9946601,-87.6931455
MLS Listing,,Single Family Residential,9160 S Hamilton Ave,Chicago,IL,60643,465000,4,2.5,CHI - Beverly,1200,6076,1935,2,388,,Active,,,https://www.redfin.com/IL/Chicago/9160-S-Hamilton-Ave-60643/home/189487141,MRED as Distributed by MLS Grid,11963910,N,Y,41.7266721,-87.6764214
MLS Listing,,Single Family Residential,4257 N Kolmar Ave,Chicago,IL,60641,615000,4,2.5,CHI - Irving Park,1868,,1997,2,329,250,Active,January-27-2024 02:00 PM,January-27-2024 04:00 PM,https://www.redfin.com/IL/Chicago/4257-N-Kolmar-Ave-60641/home/12807758,MRED as Distributed by MLS Grid,11965524,N,Y,41.9587999,-87.7427496
MLS Listing,,Condo/Co-op,4537 N Clark St Unit 4D,Chicago,IL,60640,875000,3,2.0,CHI - Uptown,,,2023,2,,197,Active,January-27-2024 11:00 AM,January-27-2024 01:00 PM,https://www.redfin.com/IL/Chicago/4537-N-Clark-St-60640/unit-4D/home/189487139,MRED as Distributed by MLS Grid,11965202,N,Y,41.9646379,-87.6664858
MLS Listing,,Condo/Co-op,550 N Kingsbury St #611,Chicago,IL,60654,1099000,2,2.0,CHI - Near North Side,,,,2,,1348,Active,,,https://www.redfin.com/IL/Chicago/550-N-Kingsbury-St-60654/unit-611/home/14102785,MRED as Distributed by MLS Grid,11965504,N,Y,41.8919117,-87.6407061
MLS Listing,,Single Family Residential,10748 S Avenue N,Chicago,IL,60617,175000,2,2.0,CHI - East Side,1056,3746,1940,2,166,,Active,,,https://www.redfin.com/IL/Chicago/10748-S-Avenue-N-60617/home/13036364,MRED as Distributed by MLS Grid,11965475,N,Y,41.6994893,-87.5391627
MLS Listing,,Multi-Family (2-4 Unit),2210 W Ohio St,Chicago,IL,60612,999700,8,4.0,CHI - West Town,,1742,1930,2,,,Active,,,https://www.redfin.com/IL/Chicago/2210-W-Ohio-St-60612/home/14105910,MRED as Distributed by MLS Grid,11904175,N,Y,41.8923669,-87.6823632
MLS Listing,,Condo/Co-op,2205 W Medill Ave #1,Chicago,IL,60647,849000,3,2.5,CHI - Logan Square,2300,,2019,2,369,295,Active,January-27-2024 01:00 PM,January-27-2024 03:00 PM,https://www.redfin.com/IL/Chicago/2205-W-Medill-Ave-60647/unit-1/home/189486562,MRED as Distributed by MLS Grid,11965096,N,Y,41.9240502,-87.683044
MLS Listing,,Condo/Co-op,834 N Wood St Unit 3S,Chicago,IL,60622,359900,2,1.5,CHI - West Town,1200,,,2,300,379,Active,,,https://www.redfin.com/IL/Chicago/834-N-Wood-St-60622/unit-3S/home/12604095,MRED as Distributed by MLS Grid,11920687,N,Y,41.8970552,-87.6723421
MLS Listing,,Condo/Co-op,525 W Superior St #709,Chicago,IL,60654,629000,2,2.0,CHI - Near North Side,,,1930,2,,1146,Active,,,https://www.redfin.com/IL/Chicago/525-W-Superior-St-60654/unit-709/home/12767380,MRED as Distributed by MLS Grid,11913161,N,Y,41.8952667,-87.6424917
MLS Listing,,Condo/Co-op,1755 E 55th St #307,Chicago,IL,60615,55000,1,1.0,CHI - Hyde Park,840,,,2,65,1607,Active,,,https://www.redfin.com/IL/Chicago/1755-E-55th-St-60615/unit-307/home/189484862,MRED as Distributed by MLS Grid,11965319,N,Y,41.7949183,-87.5815604
MLS Listing,,Multi-Family (2-4 Unit),3423 W Dickens Ave,Chicago,IL,60647,500000,4,3.0,CHI - Logan Square,,3049,1906,2,,,Active,January-28-2024 01:00 PM,January-28-2024 03:00 PM,https://www.redfin.com/IL/Chicago/3423-W-Dickens-Ave-60647/home/183984205,MRED as Distributed by MLS Grid,11928443,N,Y,41.9189497,-87.7129545
MLS Listing,,Multi-Family (2-4 Unit),4846 N Hermitage Ave,Chicago,IL,60640,1199000,10,4.0,CHI - Uptown,,8300,1893,2,,,Active,,,https://www.redfin.com/IL/Chicago/4846-N-Hermitage-Ave-60640/home/13402039,MRED as Distributed by MLS Grid,11965267,N,Y,41.9702634,-87.6730037
MLS Listing,,Condo/Co-op,1111 S State St #701,Chicago,IL,60605,675000,3,2.0,CHI - Loop,1750,,2005,2,386,1414,Active,January-27-2024 10:00 AM,January-27-2024 12:00 PM,https://www.redfin.com/IL/Chicago/1111-S-State-St-60605/unit-701/home/183860881,MRED as Distributed by MLS Grid,11965447,N,Y,41.8685021,-87.6270061
MLS Listing,,Townhouse,432 W Elm St #8107,Chicago,IL,60610,550000,3,2.0,CHI - Near North Side,1606,,2008,2,342,351,Active,January-27-2024 12:00 PM,January-27-2024 02:00 PM,https://www.redfin.com/IL/Chicago/432-W-Elm-St-60610/unit-8107/home/39563883,MRED as Distributed by MLS Grid,11965402,N,Y,41.9028633,-87.6396348
MLS Listing,,Condo/Co-op,1660 N Lasalle St #3606,Chicago,IL,60614,225000,1,1.0,CHI - Lincoln Park,750,,1972,2,300,599,Active,January-27-2024 01:00 PM,January-27-2024 03:00 PM,https://www.redfin.com/IL/Chicago/1660-N-La-Salle-Dr-60614/unit-3606/home/189484023,MRED as Distributed by MLS Grid,11964803,N,Y,41.912668,-87.6334836
MLS Listing,,Condo/Co-op,401 E Ontario St #4204,Chicago,IL,60611,275000,1,1.0,CHI - Near North Side,800,,1990,2,344,718,Active,,,https://www.redfin.com/IL/Chicago/401-E-Ontario-St-60611/unit-4204/home/12765469,MRED as Distributed by MLS Grid,11958311,N,Y,41.893211,-87.616401
MLS Listing,,Condo/Co-op,400 N Orleans St Unit C,Chicago,IL,60610,1300000,3,4.5,CHI - Near North Side,4000,,2008,2,325,1150,Active,,,https://www.redfin.com/IL/Chicago/400-N-Orleans-St-60654/unit-C/home/26813985,MRED as Distributed by MLS Grid,11965298,N,Y,41.8893367,-87.6371847